date,low,open,close
2026-06-26,,,28.5
2026-06-25,,,28.5
2026-06-24,,,28.5
2026-06-23,,,28.5
2026-06-22,,,28.5
2026-06-18,,,28.5
2026-06-17,,,28.5
2026-06-16,,,28.5
2026-06-15,,,28.5
2026-06-12,,,28.5
2026-06-11,,,28.5
2026-06-10,,,28.5
2026-06-09,,,28.5
2026-06-08,,,28.5
2026-06-05,,,28.5
2026-06-04,,,28.5
2026-06-03,,,28.5
2026-06-02,,,28.5
2026-06-01,,,28.5
2026-05-29,,,28.5
2026-05-28,,,28.5
2026-05-27,,,28.5
2026-05-26,,,28.5
2026-05-25,,,28.5
2026-05-22,,,28.5
2026-05-21,,,28.5
2026-05-20,,,28.5
2026-05-19,,,28.5
2026-05-18,,,28.7
2026-05-15,,,28.7
2026-05-14,,,28.7
2026-05-13,,,28.7
2026-05-12,,,28.7
2026-05-11,,,28.7
2026-05-09,,,28.7
2026-05-08,,,28.7
2026-05-07,,,28.7
2026-05-06,,,28.7
2026-04-30,,,28.7
2026-04-29,,,28.7
2026-04-28,,,28.7
2026-04-27,,,28.7
2026-04-24,,,28.7
2026-04-23,,,28.7
2026-04-22,,,28.7
2026-04-21,,,28.7
2026-04-20,,,28.7
2026-04-17,,,28.7
2026-04-16,,,28.7
2026-04-15,,,28.7
2026-04-14,,,28.7
2026-04-13,,,28.7
2026-04-10,,,28.7
2026-04-09,,,28.7
2026-04-08,,,28.7
2026-04-07,,,28.7
2026-04-03,,,28.7
2026-04-02,,,28.7
2026-04-01,,,28.7
2026-03-31,,,28.7
2026-03-30,,,28.7
2026-03-27,,,28.7
2026-03-26,,,28.7
2026-03-25,,,28.7
2026-03-24,,,28.7
2026-03-23,,,28.7
2026-03-20,,,28.7
2026-03-19,,,28.7
2026-03-18,,,28.7
2026-03-17,,,28.7
2026-03-16,,,28.7
2026-03-13,,,28.7
2026-03-12,,,27.3
2026-03-11,,,27.3
2026-03-10,,,25.2
2026-03-09,,,25.2
2026-03-06,,,23.1
2026-03-05,,,20.3
2026-03-04,,,20.3
2026-03-03,,,20.3
2026-03-02,,,20.3
2026-02-28,,,20.3
2026-02-27,,,20.3
2026-02-26,,,20.3
2026-02-25,,,20.3
2026-02-24,,,20.3
2026-02-14,,,20.3
2026-02-13,,,20.3
2026-02-12,,,20.3
2026-02-11,,,20.3
2026-02-10,,,20.3
2026-02-09,,,20.3
2026-02-06,,,20.3
2026-02-05,,,20.3
2026-02-04,,,20.3
2026-02-03,,,20.3
2026-02-02,,,20.3
2026-01-30,,,20.3
2026-01-29,,,20.3
2026-01-28,,,20.3
2026-01-27,,,20.3
2026-01-26,,,20.3
2026-01-23,,,20.3
2026-01-22,,,20.3
2026-01-21,,,20.0
2026-01-20,,,20.0
2026-01-19,,,20.0
2026-01-16,,,20.0
2026-01-15,,,20.0
2026-01-14,,,18.7
2026-01-13,,,18.7
2026-01-12,,,18.7
2026-01-09,,,18.7
2026-01-08,,,18.7
2026-01-07,,,18.7
2026-01-06,,,18.7
2026-01-05,,,18.3
2026-01-04,,,18.3
2025-12-31,,,18.3
2025-12-30,,,18.3
2025-12-29,,,18.3
