date,low,open,close
2026-06-23,116.0,120.0,118.0
2026-06-16,116.0,120.0,118.0
2026-06-09,116.0,120.0,118.0
2026-06-02,116.0,120.0,118.0
2026-05-26,116.0,120.0,118.0
2026-05-19,116.0,120.0,118.0
2026-05-12,116.0,120.0,118.0
2026-04-28,116.0,120.0,118.0
2026-04-21,116.0,120.0,118.0
2026-04-14,116.0,120.0,118.0
2026-04-07,116.0,120.0,118.0
2026-03-31,116.0,120.0,118.0
2026-03-24,116.0,120.0,118.0
2026-03-17,116.0,120.0,118.0
2026-03-10,113.0,117.0,115.0
2026-03-03,110.0,114.0,112.0
2026-02-24,108.0,112.0,110.0
2026-02-10,108.0,112.0,110.0
2026-02-03,108.0,112.0,110.0
2026-01-27,108.0,112.0,110.0
2026-01-20,98.0,102.0,100.0
2026-01-13,78.0,82.0,80.0
2026-01-06,74.0,78.0,76.0
2025-12-30,66.0,70.0,68.0
