date,low,open,close
2026-06-25,22.5,22.5,22.5
2026-06-24,22.5,22.5,22.5
2026-06-23,22.5,22.5,22.5
2026-06-22,23.0,23.0,23.0
2026-06-18,23.0,23.0,23.0
2026-06-17,23.0,23.0,23.0
2026-06-16,23.0,23.0,23.0
2026-06-15,23.0,23.0,23.0
2026-06-12,23.0,23.0,23.0
2026-06-11,23.0,23.0,23.0
2026-06-10,23.0,23.0,23.0
2026-06-09,23.0,23.0,23.0
2026-06-08,23.0,23.0,23.0
2026-06-05,23.0,23.0,23.0
2026-06-04,23.0,23.0,23.0
2026-06-03,23.0,23.0,23.0
2026-06-02,23.0,23.0,23.0
2026-06-01,23.0,23.0,23.0
2026-05-29,23.0,23.0,23.0
2026-05-28,23.0,23.0,23.0
2026-05-27,23.0,23.0,23.0
2026-05-26,23.0,23.0,23.0
2026-05-25,23.0,23.0,23.0
2026-05-22,23.0,23.0,23.0
2026-05-21,23.0,23.0,23.0
2026-05-20,23.0,23.0,23.0
2026-05-19,23.0,23.0,23.0
2026-05-18,23.0,23.0,23.0
2026-05-15,23.0,23.0,23.0
2026-05-14,23.0,23.0,23.0
2026-05-13,23.0,23.0,23.0
2026-05-12,23.0,23.0,23.0
2026-05-11,23.0,23.0,23.0
2026-05-09,23.0,23.0,23.0
2026-05-08,23.0,23.0,23.0
2026-05-07,23.0,23.0,23.0
2026-05-06,23.0,23.0,23.0
2026-04-30,23.0,23.0,23.0
2026-04-29,23.0,23.0,23.0
2026-04-28,23.0,23.0,23.0
2026-04-27,23.0,23.0,23.0
2026-04-24,23.0,23.0,23.0
2026-04-23,23.0,23.0,23.0
2026-04-22,23.0,23.0,23.0
2026-04-21,23.0,23.0,23.0
2026-04-20,23.0,23.0,23.0
2026-04-17,23.0,23.0,23.0
2026-04-16,23.0,23.0,23.0
2026-04-15,23.0,23.0,23.0
2026-04-14,23.0,23.0,23.0
2026-04-13,23.0,23.0,23.0
2026-04-10,23.0,23.0,23.0
2026-04-09,23.0,23.0,23.0
2026-04-08,23.0,23.0,23.0
2026-04-07,23.0,23.0,23.0
2026-04-03,23.0,23.0,23.0
2026-04-02,23.0,23.0,23.0
2026-04-01,23.0,23.0,23.0
2026-03-31,23.0,23.0,23.0
2026-03-30,23.0,23.0,23.0
2026-03-27,23.0,23.0,23.0
2026-03-26,23.0,23.0,23.0
2026-03-25,23.0,23.0,23.0
2026-03-24,23.0,23.0,23.0
2026-03-23,23.0,23.0,23.0
2026-03-20,23.0,23.0,23.0
2026-03-19,23.0,23.0,23.0
2026-03-18,23.0,23.0,23.0
2026-03-17,23.0,23.0,23.0
2026-03-16,23.0,23.0,23.0
2026-03-13,23.0,23.0,23.0
2026-03-12,20.0,20.0,23.0
2026-03-11,20.0,20.0,20.0
2026-03-10,20.0,20.0,20.0
2026-03-09,20.0,20.0,20.0
2026-03-06,20.0,20.0,20.0
2026-03-05,20.0,20.0,20.0
2026-03-04,20.0,20.0,20.0
2026-03-03,20.0,20.0,20.0
2026-03-02,20.0,20.0,20.0
2026-02-28,20.0,20.0,20.0
2026-02-27,20.0,20.0,20.0
2026-02-26,20.0,20.0,20.0
2026-02-25,20.0,20.0,20.0
2026-02-24,20.0,20.0,20.0
2026-02-14,20.0,20.0,20.0
2026-02-13,20.0,20.0,20.0
2026-02-12,20.0,20.0,20.0
2026-02-11,20.0,20.0,20.0
2026-02-10,20.0,20.0,20.0
2026-02-09,16.0,16.0,16.0
2026-02-06,16.0,16.0,16.0
2026-02-05,16.0,16.0,16.0
2026-02-04,16.0,16.0,16.0
2026-02-03,16.0,16.0,16.0
2026-02-02,16.0,16.0,16.0
2026-01-30,16.0,16.0,16.0
2026-01-29,16.0,16.0,16.0
2026-01-28,16.0,16.0,16.0
2026-01-27,16.0,16.0,16.0
2026-01-26,16.0,16.0,16.0
2026-01-23,15.0,15.0,16.0
2026-01-22,15.0,15.0,15.0
2026-01-21,15.0,15.0,15.0
2026-01-20,15.0,15.0,15.0
2026-01-19,13.0,13.0,13.0
2026-01-16,12.0,12.0,13.0
2026-01-15,12.0,12.0,12.0
2026-01-14,12.0,12.0,12.0
2026-01-13,12.0,12.0,12.0
2026-01-12,12.0,12.0,12.0
2026-01-09,12.0,12.0,12.0
2026-01-08,12.0,12.0,12.0
2026-01-07,12.0,12.0,12.0
2026-01-06,12.0,12.0,12.0
2026-01-05,12.0,12.0,12.0
2025-12-31,12.0,12.0,12.0
2025-12-30,12.0,12.0,12.0
2025-12-29,11.0,11.0,11.0
