date,low,open,close
2026-06-23,188.0,192.0,190.0
2026-06-16,188.0,192.0,190.0
2026-06-09,188.0,192.0,190.0
2026-06-02,188.0,192.0,190.0
2026-05-26,188.0,192.0,190.0
2026-05-19,188.0,192.0,190.0
2026-05-12,188.0,192.0,190.0
2026-04-28,188.0,192.0,190.0
2026-04-21,188.0,192.0,190.0
2026-04-14,188.0,192.0,190.0
2026-04-07,188.0,192.0,190.0
2026-03-31,188.0,192.0,190.0
2026-03-24,188.0,192.0,190.0
2026-03-17,188.0,192.0,190.0
2026-03-10,188.0,192.0,190.0
2026-03-03,188.0,192.0,190.0
2026-02-24,188.0,192.0,190.0
2026-02-10,188.0,192.0,190.0
2026-02-03,188.0,192.0,190.0
2026-01-27,178.0,182.0,180.0
2026-01-20,168.0,172.0,170.0
2026-01-13,148.0,152.0,150.0
2026-01-06,138.0,142.0,140.0
2025-12-30,115.0,119.0,117.0
