date,low,open,close
2026-06-23,189.0,192.0,190.0
2026-06-16,189.0,192.0,190.0
2026-06-09,189.0,192.0,190.0
2026-06-02,189.0,192.0,190.0
2026-05-26,189.0,192.0,190.0
2026-05-19,189.0,192.0,190.0
2026-05-12,189.0,192.0,190.0
2026-04-28,189.0,192.0,190.0
2026-04-21,189.0,192.0,190.0
2026-04-14,189.0,192.0,190.0
2026-04-07,189.0,192.0,190.0
2026-03-31,189.0,192.0,190.0
2026-03-24,189.0,192.0,190.0
2026-03-17,189.0,192.0,190.0
2026-03-10,189.0,192.0,190.0
2026-03-03,189.0,192.0,190.0
2026-02-24,189.0,192.0,190.0
2026-02-10,189.0,192.0,190.0
2026-02-03,189.0,192.0,190.0
2026-01-27,184.0,187.0,185.0
2026-01-20,169.0,172.0,170.0
2026-01-13,151.0,154.0,152.0
2026-01-06,144.0,147.0,145.0
2025-12-30,124.0,127.0,125.0
