date,low,open,close
2026-06-23,160.0,163.5,161.0
2026-06-16,160.0,163.5,161.0
2026-06-09,159.0,162.5,160.0
2026-06-02,159.0,162.5,160.0
2026-05-26,159.0,162.5,160.0
2026-05-19,159.0,162.5,160.0
2026-05-12,159.0,162.5,160.0
2026-04-28,162.0,165.5,163.0
2026-04-21,162.0,165.5,163.0
2026-04-14,162.0,165.5,163.0
2026-04-07,162.0,165.5,163.0
2026-03-31,162.0,165.5,163.0
2026-03-24,162.0,165.5,163.0
2026-03-17,162.0,165.5,163.0
2026-03-10,149.0,152.5,150.0
2026-03-03,149.0,152.5,150.0
2026-02-24,126.0,129.5,127.0
2026-02-10,126.0,129.5,127.0
2026-02-03,126.0,129.5,127.0
2026-01-27,119.0,122.5,120.0
2026-01-20,115.0,118.5,116.0
2026-01-13,109.0,112.5,110.0
2026-01-06,94.0,97.5,95.0
2025-12-30,94.0,97.5,95.0
